pa_name,clip,PA,N,S,R,F,dataset
exploring_cairo.wav_635,exploring_cairo,37.4,28.39,1.07,0.46,0.04,teste
exploring_cairo.wav_636,exploring_cairo,36.67,24.21,1.08,0.59,0.95,teste
exploring_cairo.wav_637,exploring_cairo,31.88,23.99,0.95,0.29,0.06,teste
exploring_cairo.wav_638,exploring_cairo,53.99,40.96,1.13,0.29,0.46,teste
exploring_cairo.wav_639,exploring_cairo,53.36,42.6,1.2,0.12,0.27,teste
exploring_cairo.wav_640,exploring_cairo,51.38,37.41,1.13,0.44,0.65,teste
exploring_cairo.wav_641,exploring_cairo,37.67,23.64,1.06,0.71,1.09,teste
exploring_cairo.wav_642,exploring_cairo,33.05,24.75,1.17,0.19,0.76,teste
exploring_cairo.wav_643,exploring_cairo,37.04,31.69,1.35,0.11,0.07,teste
exploring_cairo.wav_644,exploring_cairo,43.4,36.0,1.29,0.12,0.19,teste
exploring_cairo.wav_645,exploring_cairo,40.95,29.79,1.13,0.28,0.84,teste
exploring_cairo.wav_646,exploring_cairo,47.28,38.08,1.26,0.3,0.17,teste
exploring_cairo.wav_647,exploring_cairo,47.92,38.94,1.24,0.07,0.3,teste
exploring_cairo.wav_648,exploring_cairo,43.83,33.36,1.28,0.14,0.94,teste
exploring_cairo.wav_649,exploring_cairo,34.05,27.19,1.25,0.21,0.35,teste
exploring_cairo.wav_650,exploring_cairo,42.68,35.08,1.26,0.09,0.21,teste
exploring_cairo.wav_651,exploring_cairo,30.18,24.58,1.21,0.25,0.02,teste
exploring_cairo.wav_652,exploring_cairo,45.67,36.89,1.29,0.33,0.18,teste
exploring_cairo.wav_653,exploring_cairo,44.56,35.52,1.31,0.39,0.27,teste
exploring_cairo.wav_654,exploring_cairo,37.35,29.27,1.19,0.32,0.24,teste
exploring_cairo.wav_655,exploring_cairo,29.19,21.08,1.2,0.24,0.9,teste
exploring_cairo.wav_656,exploring_cairo,27.3,21.77,1.16,0.33,0.01,teste
exploring_cairo.wav_657,exploring_cairo,47.71,36.16,1.28,0.13,1.02,teste
exploring_cairo.wav_658,exploring_cairo,42.16,34.68,1.39,0.17,0.5,teste
exploring_cairo.wav_659,exploring_cairo,45.06,34.92,1.28,0.28,0.6,teste
exploring_cairo.wav_660,exploring_cairo,45.68,35.72,1.26,0.15,0.7,teste
exploring_cairo.wav_661,exploring_cairo,29.65,21.11,1.16,0.47,0.62,teste
exploring_cairo.wav_662,exploring_cairo,39.26,32.0,1.51,0.11,0.77,teste
exploring_cairo.wav_663,exploring_cairo,35.44,27.97,1.41,0.14,0.8,teste
exploring_cairo.wav_664,exploring_cairo,47.58,34.53,1.06,0.18,0.9,teste
exploring_cairo.wav_665,exploring_cairo,41.27,29.87,1.09,0.09,1.09,teste
exploring_cairo.wav_666,exploring_cairo,38.64,29.24,1.02,0.22,0.3,teste
exploring_cairo.wav_667,exploring_cairo,25.74,19.9,1.14,0.3,0.26,teste
exploring_cairo.wav_668,exploring_cairo,40.69,34.31,1.38,0.04,0.44,teste
exploring_cairo.wav_669,exploring_cairo,22.61,17.4,1.15,0.37,0.2,teste
exploring_cairo.wav_670,exploring_cairo,43.45,35.4,1.34,0.24,0.36,teste
exploring_cairo.wav_671,exploring_cairo,39.0,29.08,1.36,0.16,1.09,teste
exploring_cairo.wav_672,exploring_cairo,46.7,33.68,1.33,0.42,0.98,teste
exploring_cairo.wav_673,exploring_cairo,44.59,33.16,1.17,0.43,0.51,teste
exploring_cairo.wav_674,exploring_cairo,46.16,37.72,1.23,0.04,0.16,teste
exploring_cairo.wav_675,exploring_cairo,44.1,35.26,1.3,0.12,0.62,teste
exploring_cairo.wav_676,exploring_cairo,36.55,28.86,1.25,0.38,0.21,teste
exploring_cairo.wav_677,exploring_cairo,40.78,32.59,1.55,0.08,0.98,teste
exploring_cairo.wav_678,exploring_cairo,29.86,23.44,1.18,0.4,0.08,teste
exploring_cairo.wav_679,exploring_cairo,31.41,22.85,1.29,0.34,0.83,teste
exploring_cairo.wav_680,exploring_cairo,43.6,34.23,1.22,0.2,0.47,teste
exploring_cairo.wav_681,exploring_cairo,45.44,36.17,1.27,0.17,0.52,teste
exploring_cairo.wav_682,exploring_cairo,32.73,25.17,1.27,0.44,0.32,teste
exploring_cairo.wav_683,exploring_cairo,41.96,30.94,1.17,0.32,0.73,teste
exploring_cairo.wav_684,exploring_cairo,33.0,25.75,1.22,0.48,0.09,teste
exploring_cairo.wav_685,exploring_cairo,45.38,35.72,1.23,0.23,0.43,teste
exploring_cairo.wav_686,exploring_cairo,49.23,36.08,1.14,0.53,0.47,teste
exploring_cairo.wav_687,exploring_cairo,34.84,27.2,1.13,0.33,0.1,teste
exploring_cairo.wav_688,exploring_cairo,42.44,34.09,1.31,0.17,0.53,teste
exploring_cairo.wav_689,exploring_cairo,42.19,32.94,1.1,0.11,0.27,teste
exploring_cairo.wav_690,exploring_cairo,49.83,35.74,1.27,0.4,1.04,teste
exploring_cairo.wav_691,exploring_cairo,46.09,34.02,1.3,0.39,0.84,teste
exploring_cairo.wav_692,exploring_cairo,30.07,23.79,1.18,0.41,0.0,teste
exploring_cairo.wav_693,exploring_cairo,42.4,35.25,1.29,0.11,0.13,teste
exploring_cairo.wav_694,exploring_cairo,39.77,26.81,1.16,0.43,1.17,teste
exploring_cairo.wav_695,exploring_cairo,45.2,33.72,1.2,0.14,0.99,teste
exploring_cairo.wav_696,exploring_cairo,41.56,34.41,1.29,0.1,0.26,teste
exploring_cairo.wav_697,exploring_cairo,35.25,27.35,1.4,0.36,0.54,teste
exploring_cairo.wav_698,exploring_cairo,55.47,36.49,1.36,0.09,2.26,teste
exploring_cairo.wav_699,exploring_cairo,22.38,16.77,1.08,0.29,0.41,teste
exploring_cairo.wav_700,exploring_cairo,32.41,21.72,1.09,0.5,0.92,teste
exploring_cairo.wav_701,exploring_cairo,43.96,33.84,1.2,0.12,0.75,teste
exploring_cairo.wav_702,exploring_cairo,45.23,28.99,1.06,0.33,1.65,teste
exploring_cairo.wav_703,exploring_cairo,43.55,33.37,1.3,0.08,1.02,teste
exploring_cairo.wav_704,exploring_cairo,43.28,34.86,1.2,0.09,0.26,teste
exploring_cairo.wav_705,exploring_cairo,43.78,34.92,1.24,0.18,0.4,teste
exploring_cairo.wav_706,exploring_cairo,36.58,27.22,1.22,0.5,0.43,teste
exploring_cairo.wav_707,exploring_cairo,45.4,35.34,1.18,0.19,0.49,teste
exploring_cairo.wav_708,exploring_cairo,47.39,37.22,1.27,0.24,0.53,teste
exploring_cairo.wav_709,exploring_cairo,47.4,36.98,1.31,0.25,0.66,teste
exploring_cairo.wav_710,exploring_cairo,34.03,26.8,1.25,0.49,0.05,teste
exploring_cairo.wav_711,exploring_cairo,35.74,28.84,1.19,0.25,0.01,teste
exploring_cairo.wav_712,exploring_cairo,45.74,37.06,1.27,0.33,0.08,teste
exploring_cairo.wav_713,exploring_cairo,36.22,28.23,1.1,0.33,0.02,teste
exploring_cairo.wav_714,exploring_cairo,44.39,35.39,1.28,0.44,0.12,teste
exploring_cairo.wav_715,exploring_cairo,47.09,39.09,1.28,0.06,0.2,teste
exploring_cairo.wav_716,exploring_cairo,35.14,26.54,1.15,0.55,0.12,teste
exploring_cairo.wav_717,exploring_cairo,45.62,36.51,1.26,0.35,0.16,teste
exploring_cairo.wav_718,exploring_cairo,37.27,29.9,1.19,0.16,0.24,teste
exploring_cairo.wav_719,exploring_cairo,48.84,39.62,1.24,0.15,0.19,teste
exploring_cairo.wav_720,exploring_cairo,38.84,28.65,0.99,0.55,0.0,teste
exploring_cairo.wav_721,exploring_cairo,53.19,41.09,1.14,0.21,0.38,teste
exploring_cairo.wav_722,exploring_cairo,49.17,38.17,1.1,0.14,0.2,teste
exploring_cairo.wav_723,exploring_cairo,52.16,40.68,1.13,0.23,0.16,teste
exploring_cairo.wav_724,exploring_cairo,51.54,41.11,1.17,0.09,0.13,teste
exploring_cairo.wav_725,exploring_cairo,49.48,38.94,1.27,0.29,0.46,teste
exploring_cairo.wav_726,exploring_cairo,49.31,37.23,1.08,0.49,0.06,teste
exploring_cairo.wav_727,exploring_cairo,49.45,37.71,1.1,0.11,0.56,teste
exploring_cairo.wav_728,exploring_cairo,49.5,37.11,1.09,0.09,0.78,teste
exploring_cairo.wav_729,exploring_cairo,51.6,37.96,1.0,0.1,0.68,teste
exploring_cairo.wav_730,exploring_cairo,51.43,40.39,1.22,0.16,0.53,teste
exploring_cairo.wav_731,exploring_cairo,53.47,43.08,1.22,0.1,0.25,teste
exploring_cairo.wav_732,exploring_cairo,51.93,40.1,1.13,0.1,0.53,teste
exploring_cairo.wav_733,exploring_cairo,52.65,41.56,1.2,0.12,0.47,teste
exploring_cairo.wav_734,exploring_cairo,53.68,39.78,1.24,0.11,1.21,teste
exploring_cairo.wav_735,exploring_cairo,32.02,24.58,1.22,0.45,0.25,teste
exploring_cairo.wav_736,exploring_cairo,39.85,30.21,1.07,0.42,0.1,teste
exploring_cairo.wav_737,exploring_cairo,48.04,37.53,1.26,0.14,0.71,teste
exploring_cairo.wav_738,exploring_cairo,52.57,40.62,1.16,0.22,0.43,teste
exploring_cairo.wav_739,exploring_cairo,51.62,39.56,1.13,0.04,0.71,teste
exploring_cairo.wav_740,exploring_cairo,34.36,27.07,1.13,0.15,0.28,teste
exploring_cairo.wav_741,exploring_cairo,53.06,43.09,1.23,0.09,0.14,teste
exploring_cairo.wav_742,exploring_cairo,47.4,37.37,1.15,0.22,0.15,teste
exploring_cairo.wav_743,exploring_cairo,31.11,24.97,1.22,0.37,0.02,teste
exploring_cairo.wav_744,exploring_cairo,48.45,38.03,1.25,0.21,0.54,teste
exploring_cairo.wav_745,exploring_cairo,32.44,23.45,1.24,0.44,0.67,teste
exploring_cairo.wav_746,exploring_cairo,42.76,34.71,1.3,0.16,0.43,teste
exploring_cairo.wav_747,exploring_cairo,41.53,31.36,1.14,0.37,0.41,teste
exploring_cairo.wav_748,exploring_cairo,33.72,25.94,1.05,0.32,0.06,teste
exploring_cairo.wav_749,exploring_cairo,40.02,30.86,1.02,0.09,0.01,teste
exploring_cairo.wav_750,exploring_cairo,41.4,29.82,0.9,0.55,0.0,teste
exploring_cairo.wav_751,exploring_cairo,34.88,26.27,0.95,0.27,0.01,teste
exploring_cairo.wav_752,exploring_cairo,41.02,30.82,1.13,0.39,0.4,teste
exploring_cairo.wav_753,exploring_cairo,47.06,36.44,1.07,0.16,0.1,teste
exploring_cairo.wav_754,exploring_cairo,35.59,29.8,1.48,0.14,0.52,teste
exploring_cairo.wav_755,exploring_cairo,52.09,39.81,1.08,0.23,0.26,teste
exploring_cairo.wav_756,exploring_cairo,44.97,32.84,1.07,0.72,0.04,teste
exploring_cairo.wav_757,exploring_cairo,49.64,36.84,1.17,0.29,0.79,teste
exploring_cairo.wav_758,exploring_cairo,31.59,25.05,1.13,0.28,0.03,teste
exploring_cairo.wav_759,exploring_cairo,32.03,25.81,1.15,0.15,0.03,teste
exploring_cairo.wav_760,exploring_cairo,48.21,37.62,1.28,0.19,0.69,teste
exploring_cairo.wav_761,exploring_cairo,44.8,35.78,1.16,0.16,0.06,teste
exploring_cairo.wav_762,exploring_cairo,42.75,32.28,1.01,0.27,0.14,teste
exploring_cairo.wav_763,exploring_cairo,38.03,29.4,1.06,0.29,0.03,teste
exploring_cairo.wav_764,exploring_cairo,39.42,29.66,1.05,0.47,0.08,teste
exploring_cairo.wav_765,exploring_cairo,40.74,32.62,1.23,0.24,0.25,teste
exploring_cairo.wav_766,exploring_cairo,32.27,25.27,1.09,0.25,0.05,teste
exploring_cairo.wav_767,exploring_cairo,49.17,41.84,1.4,0.09,0.34,teste
exploring_cairo.wav_768,exploring_cairo,41.54,32.34,1.29,0.6,0.1,teste
exploring_cairo.wav_769,exploring_cairo,49.26,39.48,1.25,0.41,0.02,teste
exploring_cairo.wav_770,exploring_cairo,48.61,35.68,0.99,0.5,0.12,teste
exploring_cairo.wav_771,exploring_cairo,50.98,40.6,1.22,0.18,0.35,teste
exploring_cairo.wav_772,exploring_cairo,42.61,32.14,1.2,0.25,0.71,teste
exploring_cairo.wav_773,exploring_cairo,47.16,37.33,1.31,0.3,0.48,teste
exploring_cairo.wav_774,exploring_cairo,51.36,42.13,1.33,0.18,0.35,teste
exploring_cairo.wav_775,exploring_cairo,30.25,22.11,1.03,0.56,0.15,teste
exploring_cairo.wav_776,exploring_cairo,52.13,41.5,1.2,0.02,0.5,teste
exploring_cairo.wav_777,exploring_cairo,41.93,32.29,1.26,0.15,0.8,teste
exploring_cairo.wav_778,exploring_cairo,44.55,32.04,1.18,0.1,1.3,teste
exploring_cairo.wav_779,exploring_cairo,50.39,39.77,1.14,0.07,0.23,teste
exploring_cairo.wav_780,exploring_cairo,51.1,40.27,1.33,0.16,0.78,teste
exploring_cairo.wav_781,exploring_cairo,52.73,39.03,1.28,0.07,1.34,teste
exploring_cairo.wav_782,exploring_cairo,30.65,25.31,1.22,0.11,0.01,teste
exploring_cairo.wav_783,exploring_cairo,52.2,40.01,1.22,0.15,0.81,teste
exploring_cairo.wav_784,exploring_cairo,43.13,32.23,1.32,0.13,1.13,teste
exploring_cairo.wav_785,exploring_cairo,45.23,37.28,1.27,0.13,0.15,teste
exploring_cairo.wav_786,exploring_cairo,54.45,39.62,1.19,0.1,1.3,teste
exploring_cairo.wav_787,exploring_cairo,35.78,30.45,1.39,0.13,0.26,teste
exploring_cairo.wav_788,exploring_cairo,50.67,39.79,1.12,0.05,0.19,teste
exploring_cairo.wav_789,exploring_cairo,51.93,40.15,1.1,0.06,0.39,teste
exploring_cairo.wav_790,exploring_cairo,50.87,41.11,1.23,0.06,0.33,teste
exploring_cairo.wav_791,exploring_cairo,48.71,35.13,1.02,0.1,0.98,teste
exploring_cairo.wav_792,exploring_cairo,39.44,30.79,1.28,0.08,0.81,teste
exploring_cairo.wav_793,exploring_cairo,46.75,37.06,1.18,0.04,0.45,teste
exploring_cairo.wav_794,exploring_cairo,41.02,32.68,1.24,0.19,0.42,teste
exploring_cairo.wav_795,exploring_cairo,51.95,41.12,1.22,0.19,0.4,teste
exploring_cairo.wav_796,exploring_cairo,31.58,25.39,1.14,0.13,0.06,teste
exploring_cairo.wav_797,exploring_cairo,56.24,42.76,1.04,0.15,0.2,teste
exploring_cairo.wav_798,exploring_cairo,49.77,37.53,1.18,0.3,0.63,teste
exploring_cairo.wav_799,exploring_cairo,52.22,41.31,1.16,0.04,0.32,teste
exploring_cairo.wav_800,exploring_cairo,29.51,24.23,1.27,0.31,0.03,teste
exploring_cairo.wav_801,exploring_cairo,51.84,41.19,1.2,0.31,0.07,teste
exploring_cairo.wav_802,exploring_cairo,35.53,28.01,1.12,0.28,0.02,teste
exploring_cairo.wav_803,exploring_cairo,50.27,40.54,1.22,0.11,0.23,teste
exploring_cairo.wav_804,exploring_cairo,47.41,36.79,1.14,0.11,0.48,teste
exploring_cairo.wav_805,exploring_cairo,33.61,26.92,1.18,0.26,0.09,teste
exploring_cairo.wav_806,exploring_cairo,54.78,42.6,1.13,0.03,0.48,teste
exploring_cairo.wav_807,exploring_cairo,53.17,42.28,1.2,0.15,0.28,teste
exploring_cairo.wav_808,exploring_cairo,52.34,41.17,1.15,0.05,0.39,teste
exploring_cairo.wav_809,exploring_cairo,52.07,40.57,1.1,0.04,0.22,teste
exploring_cairo.wav_810,exploring_cairo,38.4,30.92,1.18,0.11,0.19,teste
exploring_cairo.wav_811,exploring_cairo,49.24,40.44,1.32,0.06,0.5,teste
exploring_cairo.wav_812,exploring_cairo,30.88,23.6,1.11,0.5,0.03,teste
exploring_cairo.wav_813,exploring_cairo,44.21,34.85,1.14,0.12,0.26,teste
exploring_cairo.wav_814,exploring_cairo,44.57,37.03,1.27,0.09,0.03,teste
exploring_cairo.wav_815,exploring_cairo,46.46,35.81,1.04,0.12,0.01,teste
exploring_cairo.wav_816,exploring_cairo,37.26,29.28,1.14,0.32,0.05,teste
exploring_cairo.wav_817,exploring_cairo,40.39,32.22,1.14,0.16,0.02,teste
exploring_cairo.wav_818,exploring_cairo,34.63,26.82,1.06,0.3,0.02,teste
exploring_cairo.wav_819,exploring_cairo,30.92,24.54,1.13,0.27,0.03,teste
exploring_cairo.wav_820,exploring_cairo,31.02,24.31,1.19,0.37,0.16,teste
exploring_cairo.wav_821,exploring_cairo,36.97,29.8,1.17,0.19,0.03,teste
exploring_cairo.wav_822,exploring_cairo,31.04,24.93,1.13,0.16,0.01,teste
exploring_cairo.wav_823,exploring_cairo,36.31,27.2,1.0,0.41,0.06,teste
exploring_cairo.wav_824,exploring_cairo,35.95,26.03,1.09,0.19,0.91,teste
exploring_cairo.wav_825,exploring_cairo,34.1,25.45,0.99,0.48,0.0,teste
exploring_cairo.wav_826,exploring_cairo,32.6,24.9,0.98,0.22,0.0,teste
exploring_cairo.wav_827,exploring_cairo,32.77,25.2,0.98,0.12,0.0,teste
exploring_cairo.wav_828,exploring_cairo,35.11,27.43,1.05,0.12,0.03,teste
exploring_cairo.wav_829,exploring_cairo,36.14,27.8,1.0,0.16,0.01,teste
exploring_cairo.wav_830,exploring_cairo,31.85,25.44,1.11,0.09,0.02,teste
exploring_cairo.wav_831,exploring_cairo,42.27,32.19,1.03,0.21,0.17,teste
exploring_cairo.wav_832,exploring_cairo,31.03,24.65,1.08,0.07,0.02,teste
exploring_cairo.wav_833,exploring_cairo,41.86,33.98,1.27,0.34,0.06,teste
exploring_cairo.wav_834,exploring_cairo,40.17,32.3,1.16,0.1,0.01,teste
exploring_cairo.wav_835,exploring_cairo,33.43,26.38,1.07,0.11,0.02,teste
exploring_cairo.wav_836,exploring_cairo,36.35,28.13,1.02,0.12,0.02,teste
exploring_cairo.wav_837,exploring_cairo,37.8,28.89,0.99,0.19,0.0,teste
exploring_cairo.wav_838,exploring_cairo,28.83,22.98,1.12,0.2,0.05,teste
exploring_cairo.wav_839,exploring_cairo,35.44,27.26,1.0,0.13,0.02,teste
exploring_cairo.wav_840,exploring_cairo,44.74,35.78,1.22,0.12,0.39,teste
exploring_cairo.wav_841,exploring_cairo,37.01,30.62,1.33,0.13,0.38,teste
exploring_cairo.wav_842,exploring_cairo,37.93,31.18,1.34,0.19,0.35,teste
exploring_cairo.wav_843,exploring_cairo,42.21,32.74,1.26,0.08,0.85,teste
exploring_cairo.wav_844,exploring_cairo,37.23,25.95,1.24,0.41,1.02,teste
exploring_cairo.wav_845,exploring_cairo,36.43,28.8,1.09,0.06,0.08,teste
exploring_cairo.wav_846,exploring_cairo,38.25,30.72,1.22,0.1,0.39,teste
exploring_cairo.wav_847,exploring_cairo,27.65,22.07,1.24,0.35,0.12,teste
exploring_cairo.wav_848,exploring_cairo,38.98,29.04,1.09,0.35,0.44,teste
exploring_cairo.wav_849,exploring_cairo,40.58,28.05,1.1,0.26,1.2,teste
exploring_cairo.wav_850,exploring_cairo,47.6,32.37,1.11,0.2,1.51,teste
exploring_cairo.wav_851,exploring_cairo,18.67,15.47,1.51,0.41,0.02,teste
exploring_cairo.wav_852,exploring_cairo,31.04,23.59,1.13,0.53,0.06,teste
exploring_cairo.wav_853,exploring_cairo,40.33,31.02,1.15,0.1,0.66,teste
exploring_cairo.wav_854,exploring_cairo,27.95,23.37,1.32,0.27,0.02,teste
exploring_cairo.wav_855,exploring_cairo,21.01,16.09,1.07,0.36,0.12,teste
exploring_cairo.wav_856,exploring_cairo,50.57,38.92,1.07,0.06,0.34,teste
exploring_cairo.wav_857,exploring_cairo,46.0,34.08,1.03,0.05,0.81,teste
exploring_cairo.wav_858,exploring_cairo,28.4,22.54,1.08,0.05,0.12,teste
exploring_cairo.wav_859,exploring_cairo,57.83,38.98,1.11,0.14,1.77,teste
exploring_cairo.wav_860,exploring_cairo,17.78,13.37,0.92,0.36,0.0,teste
exploring_cairo.wav_861,exploring_cairo,44.62,31.69,1.16,0.14,1.29,teste
exploring_cairo.wav_862,exploring_cairo,35.4,26.65,1.1,0.09,0.74,teste
exploring_cairo.wav_863,exploring_cairo,45.27,33.15,1.2,0.07,1.23,teste
exploring_cairo.wav_864,exploring_cairo,46.14,34.9,1.3,0.18,0.97,teste
exploring_cairo.wav_865,exploring_cairo,47.92,28.83,1.12,0.78,1.52,teste
exploring_cairo.wav_866,exploring_cairo,48.13,34.39,1.31,0.16,1.43,teste
exploring_cairo.wav_867,exploring_cairo,25.43,19.3,1.32,0.37,0.48,teste
exploring_cairo.wav_868,exploring_cairo,37.5,30.79,1.28,0.08,0.36,teste
exploring_cairo.wav_869,exploring_cairo,42.9,33.89,1.32,0.28,0.51,teste
exploring_cairo.wav_870,exploring_cairo,43.03,30.1,1.31,0.35,1.22,teste
exploring_cairo.wav_871,exploring_cairo,45.28,30.28,1.26,0.35,1.51,teste
exploring_cairo.wav_872,exploring_cairo,26.71,17.46,1.11,0.49,0.99,teste
exploring_cairo.wav_873,exploring_cairo,31.57,25.05,1.32,0.12,0.66,teste
exploring_cairo.wav_874,exploring_cairo,45.3,32.44,1.25,0.61,0.65,teste
exploring_cairo.wav_875,exploring_cairo,23.54,18.41,1.17,0.41,0.06,teste
exploring_cairo.wav_876,exploring_cairo,53.31,39.95,1.15,0.17,0.84,teste
exploring_cairo.wav_877,exploring_cairo,39.23,32.01,1.29,0.24,0.22,teste
exploring_cairo.wav_878,exploring_cairo,24.11,18.61,1.29,0.22,0.57,teste
exploring_cairo.wav_879,exploring_cairo,27.21,20.95,1.02,0.32,0.0,teste
exploring_cairo.wav_880,exploring_cairo,26.98,20.25,0.98,0.44,0.01,teste
exploring_cairo.wav_881,exploring_cairo,24.03,18.3,1.01,0.38,0.02,teste
exploring_cairo.wav_882,exploring_cairo,22.57,18.01,1.2,0.37,0.02,teste
exploring_cairo.wav_883,exploring_cairo,22.28,17.9,1.09,0.13,0.02,teste
exploring_cairo.wav_884,exploring_cairo,22.52,17.78,1.04,0.15,0.03,teste
exploring_cairo.wav_885,exploring_cairo,25.5,19.92,1.02,0.17,0.02,teste
exploring_cairo.wav_886,exploring_cairo,26.45,20.99,1.08,0.14,0.08,teste
exploring_cairo.wav_887,exploring_cairo,27.83,20.65,0.97,0.48,0.01,teste
exploring_cairo.wav_888,exploring_cairo,26.14,20.03,0.98,0.28,0.0,teste
exploring_cairo.wav_889,exploring_cairo,25.76,20.15,1.01,0.13,0.03,teste
exploring_cairo.wav_890,exploring_cairo,24.69,18.74,1.09,0.38,0.18,teste
exploring_cairo.wav_891,exploring_cairo,28.79,20.37,1.1,0.43,0.65,teste
exploring_cairo.wav_892,exploring_cairo,41.18,29.82,1.13,0.08,1.17,teste
exploring_cairo.wav_893,exploring_cairo,36.14,26.86,1.05,0.07,0.79,teste
exploring_cairo.wav_894,exploring_cairo,23.18,17.55,1.08,0.5,0.02,teste
exploring_cairo.wav_895,exploring_cairo,30.49,22.64,1.12,0.44,0.35,teste
exploring_cairo.wav_896,exploring_cairo,28.27,21.85,1.28,0.47,0.22,teste
exploring_cairo.wav_897,exploring_cairo,29.49,21.33,0.96,0.18,0.68,teste
exploring_cairo.wav_898,exploring_cairo,32.63,21.53,0.95,0.28,1.23,teste
exploring_cairo.wav_899,exploring_cairo,30.16,19.53,1.06,0.24,1.46,teste
exploring_cairo.wav_900,exploring_cairo,22.19,16.06,1.29,0.35,0.68,teste
exploring_cairo.wav_901,exploring_cairo,41.71,32.99,1.25,0.19,0.49,teste
exploring_cairo.wav_902,exploring_cairo,32.26,20.36,1.17,0.41,1.47,teste
exploring_cairo.wav_903,exploring_cairo,19.22,14.67,1.01,0.38,0.01,teste
exploring_cairo.wav_904,exploring_cairo,24.04,19.12,1.12,0.23,0.07,teste
exploring_cairo.wav_905,exploring_cairo,51.54,31.14,1.0,0.63,1.68,teste
exploring_cairo.wav_906,exploring_cairo,25.5,18.45,1.04,0.29,0.6,teste
exploring_cairo.wav_907,exploring_cairo,31.66,19.99,0.91,0.09,1.75,teste
exploring_cairo.wav_908,exploring_cairo,20.36,15.55,1.07,0.45,0.01,teste
exploring_cairo.wav_909,exploring_cairo,19.9,15.88,1.08,0.2,0.02,teste
exploring_cairo.wav_910,exploring_cairo,22.16,17.5,1.11,0.31,0.01,teste
exploring_cairo.wav_911,exploring_cairo,21.08,16.71,1.2,0.4,0.02,teste
exploring_cairo.wav_912,exploring_cairo,21.39,17.5,1.22,0.27,0.0,teste
exploring_cairo.wav_913,exploring_cairo,24.56,18.97,1.09,0.41,0.02,teste
exploring_cairo.wav_914,exploring_cairo,46.88,31.54,1.15,0.42,1.29,teste
exploring_cairo.wav_915,exploring_cairo,56.73,41.12,1.12,0.09,1.23,teste
exploring_cairo.wav_916,exploring_cairo,36.53,22.59,1.14,0.13,2.09,teste
exploring_cairo.wav_917,exploring_cairo,45.87,35.27,1.11,0.16,0.44,teste
exploring_cairo.wav_918,exploring_cairo,19.89,15.55,1.17,0.39,0.07,teste
exploring_cairo.wav_919,exploring_cairo,44.39,32.59,1.03,0.3,0.53,teste
exploring_cairo.wav_920,exploring_cairo,35.52,28.21,1.27,0.06,0.67,teste
exploring_cairo.wav_921,exploring_cairo,33.77,23.52,1.02,0.52,0.58,teste
exploring_cairo.wav_922,exploring_cairo,52.35,33.13,1.12,0.91,1.05,teste
exploring_cairo.wav_923,exploring_cairo,55.12,40.03,1.15,0.35,0.87,teste
exploring_cairo.wav_924,exploring_cairo,40.54,33.33,1.23,0.03,0.08,teste
exploring_cairo.wav_925,exploring_cairo,40.27,33.5,1.4,0.12,0.48,teste
exploring_cairo.wav_926,exploring_cairo,23.68,18.11,1.28,0.44,0.28,teste
exploring_cairo.wav_927,exploring_cairo,25.77,20.88,1.23,0.3,0.05,teste
exploring_cairo.wav_928,exploring_cairo,27.67,21.89,1.19,0.14,0.43,teste
exploring_cairo.wav_929,exploring_cairo,49.04,38.0,1.16,0.09,0.62,teste
exploring_cairo.wav_930,exploring_cairo,47.5,35.82,1.04,0.05,0.59,teste
exploring_cairo.wav_931,exploring_cairo,32.66,25.26,1.48,0.18,0.88,teste
exploring_cairo.wav_932,exploring_cairo,48.75,33.04,1.21,1.08,0.33,teste
exploring_cairo.wav_933,exploring_cairo,37.85,29.73,1.15,0.12,0.39,teste
exploring_cairo.wav_934,exploring_cairo,54.8,38.2,1.08,0.51,0.88,teste
exploring_cairo.wav_935,exploring_cairo,26.02,20.78,1.13,0.24,0.02,teste
exploring_cairo.wav_936,exploring_cairo,57.75,39.06,1.36,0.11,2.06,teste
exploring_cairo.wav_937,exploring_cairo,46.77,35.88,1.35,0.05,1.14,teste
exploring_cairo.wav_938,exploring_cairo,31.31,24.48,1.14,0.39,0.04,teste
exploring_cairo.wav_939,exploring_cairo,33.46,26.9,1.14,0.08,0.06,teste
exploring_cairo.wav_940,exploring_cairo,30.3,24.87,1.21,0.03,0.24,teste
exploring_cairo.wav_941,exploring_cairo,48.26,39.32,1.22,0.04,0.13,teste
exploring_cairo.wav_942,exploring_cairo,43.69,34.93,1.21,0.11,0.39,teste
exploring_cairo.wav_943,exploring_cairo,40.73,29.75,1.11,0.2,0.88,teste
exploring_cairo.wav_944,exploring_cairo,55.42,40.75,1.12,0.05,1.14,teste
exploring_cairo.wav_945,exploring_cairo,26.29,21.59,1.19,0.08,0.08,teste
exploring_cairo.wav_946,exploring_cairo,43.87,36.74,1.32,0.13,0.16,teste
exploring_cairo.wav_947,exploring_cairo,27.47,22.05,1.12,0.09,0.11,teste
exploring_cairo.wav_948,exploring_cairo,27.83,22.08,1.11,0.05,0.3,teste
exploring_cairo.wav_949,exploring_cairo,42.0,34.04,1.2,0.03,0.22,teste
exploring_cairo.wav_950,exploring_cairo,22.97,18.59,1.15,0.2,0.04,teste
exploring_cairo.wav_951,exploring_cairo,26.12,21.93,1.28,0.14,0.08,teste
